timestamp,forecast,ORP1,ORP2,ORP3,ORP4,ORP5,ORP6,ORP7,ORP8,ORP9,ORP10,ORP11,ORP12,ORP13
1532320693000,5,NaN,0,1,0,0,NaN,0,0,0,NaN,NaN,NaN,0
1532320995000,5,NaN,0,0,0,0,NaN,0,0,0,NaN,NaN,NaN,0
1532321294000,5,NaN,0,0,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0
1532321595000,5,NaN,0,0,0,0,NaN,0,0,NaN,NaN,NaN,NaN,0
1532321896000,5,NaN,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0
1532322196000,5,NaN,0,0,0,NaN,NaN,1,0,NaN,NaN,NaN,NaN,0
1532326413000,5,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1532350244000,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1532350547000,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1532351149000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1532351453000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1532352656000,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1532352956000,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1532353257000,5,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1532353560000,5,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1532353864000,5,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532354467000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532354769000,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532355669000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532355969000,5,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1532357174000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1532357475000,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1532357775000,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532358074000,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532510063000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532510365000,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1532510668000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1532510969000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532511268000,5,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0
1532511576000,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1532511875000,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532512175000,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532512478000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532512782000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532513083000,5,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532513383000,5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532513687000,5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532513987000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532514289000,5,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532514590000,5,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532514891000,5,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532515195000,5,0,0,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532515495000,5,0,0,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532515796000,5,0,0,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532516102000,5,0,0,24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532516402000,5,0,0,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532516705000,5,0,0,13,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532517011000,5,0,0,15,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1532517310000,5,0,0,12,NaN,11,NaN,0,NaN,NaN,NaN,NaN,NaN,0
1532517610000,5,0,0,10,NaN,21,NaN,0,NaN,NaN,0,NaN,NaN,0
1532517911000,5,0,0,2,0,20,NaN,16,NaN,NaN,0,NaN,NaN,0
1532518213000,5,0,0,4,NaN,20,NaN,16,NaN,NaN,0,NaN,NaN,0
1532518514000,5,0,0,6,NaN,7,NaN,17,NaN,NaN,0,NaN,NaN,NaN
1532518814000,5,0,0,0,NaN,0,NaN,17,NaN,NaN,0,NaN,NaN,0
1532519114000,5,0,0,0,NaN,7,NaN,9,0,NaN,NaN,NaN,NaN,0
1532519414000,5,0,0,0,NaN,0,NaN,14,NaN,NaN,NaN,NaN,NaN,0
1532519714000,5,0,0,0,NaN,0,NaN,10,NaN,NaN,0,NaN,NaN,0
1532520017000,5,0,0,0,NaN,0,NaN,6,NaN,NaN,0,NaN,NaN,0
1532520314000,5,0,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,0
1532520615000,5,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,0
1532520917000,5,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0,0,0
1532521219000,5,NaN,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0
1532521519000,5,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1532521823000,5,NaN,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1532522123000,5,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1532522424000,5,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1532522723000,5,0,0,0,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,NaN
1532523024000,5,0,0,0,NaN,NaN,NaN,0,NaN,NaN,0,NaN,NaN,NaN
1532523324000,5,NaN,0,0,NaN,NaN,NaN,0,NaN,NaN,0,NaN,NaN,NaN
1532523624000,5,0,0,0,NaN,NaN,NaN,0,NaN,NaN,4,NaN,NaN,NaN
1532523926000,5,0,0,0,NaN,NaN,NaN,0,NaN,NaN,19,NaN,0,NaN
1532524225000,5,0,0,0,NaN,NaN,NaN,0,NaN,NaN,14,NaN,0,NaN
1532524527000,5,5,0,0,NaN,NaN,NaN,0,NaN,NaN,9,NaN,0,0
1532524826000,5,6,5,0,NaN,0,NaN,0,NaN,NaN,0,NaN,0,0
1532525126000,5,0,0,0,NaN,3,NaN,0,NaN,NaN,0,NaN,0,0
1532525427000,5,0,0,0,NaN,19,NaN,0,NaN,NaN,0,NaN,0,0
1532525729000,5,1,0,0,NaN,2,NaN,0,NaN,NaN,0,0,0,2
1532526031000,5,6,0,0,NaN,0,NaN,0,NaN,NaN,0,0,0,4
1532526336000,5,0,0,0,NaN,0,NaN,0,NaN,NaN,0,0,0,3
1532526637000,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,0,0,0
1532526942000,5,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,7,0,0,0
1532527242000,5,NaN,0,0,NaN,NaN,0,NaN,NaN,NaN,0,0,0,0
1532527545000,5,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,0
1532527851000,5,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,NaN,0
1532528151000,5,NaN,0,NaN,0,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN
1532528451000,5,0,0,NaN,0,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN
1532528752000,5,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0,NaN,0,NaN
1532529052000,5,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN
1532529352000,5,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN
1532529653000,5,0,0,0,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN
1532529952000,5,NaN,NaN,0,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN
1532530252000,5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1532530556000,5,0,NaN,0,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN
1532530857000,5,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1532531161000,5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,16,NaN,NaN,NaN
1532531466000,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1532531765000,5,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN
1532532068000,5,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,0,NaN
1532532370000,5,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,NaN,0,NaN
1532532670000,5,21,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,NaN,0,NaN
1532532974000,5,15,3,0,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,0,0
1532533275000,5,3,8,0,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,0
1532533574000,5,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
1532533874000,5,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0
1532534175000,5,5,0,0,NaN,NaN,0,NaN,NaN,NaN,0,0,0,0
1532534474000,5,25,0,0,NaN,NaN,0,NaN,NaN,NaN,0,0,0,0
1532534777000,5,26,0,0,NaN,NaN,0,NaN,NaN,NaN,0,0,0,0
1532535078000,5,23,1,0,NaN,NaN,0,NaN,NaN,NaN,0,0,5,19
1532535377000,5,17,16,0,NaN,NaN,NaN,NaN,NaN,NaN,0,3,1,22
1532535678000,5,16,14,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,16
1532535978000,5,6,13,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,16
1532536282000,5,0,17,0,NaN,NaN,0,NaN,NaN,NaN,0,8,0,13
1532536582000,5,0,6,0,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,1
1532536883000,5,0,7,0,NaN,NaN,NaN,0,NaN,NaN,0,0,0,18
1532537187000,5,0,3,0,NaN,NaN,NaN,0,NaN,NaN,0,0,0,10
1532537486000,5,0,0,2,NaN,0,NaN,0,NaN,NaN,0,0,0,5
1532537786000,5,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,7
1532538088000,5,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0
1532538390000,5,0,0,0,0,0,NaN,0,NaN,NaN,0,0,0,0
1532538689000,5,0,0,0,0,0,NaN,0,0,NaN,0,0,0,0
1532538989000,5,0,0,0,0,0,NaN,0,0,NaN,0,0,0,0
1532539289000,5,0,0,0,0,0,NaN,0,0,NaN,0,0,0,0
1532539589000,5,0,0,0,0,0,NaN,0,0,NaN,0,0,0,0
1532539892000,5,0,0,0,0,NaN,NaN,0,0,NaN,0,0,0,0
1532540193000,5,0,0,NaN,0,NaN,NaN,0,0,NaN,0,0,0,0
1532541112000,5,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0,0
1532541414000,5,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0,0
1532541713000,5,0,0,NaN,0,NaN,NaN,0,0,NaN,NaN,0,0,0
1532542013000,5,0,0,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0
1532542313000,5,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0
1532595555000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532596156000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532596455000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532596759000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532597058000,5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532597357000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532597657000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532597956000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532598255000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
1532598555000,5,NaN,0,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
1532598855000,5,NaN,0,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
1532599161000,5,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0
1532599460000,5,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN
1532599759000,5,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,NaN
1532600059000,5,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,NaN
1532600360000,5,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,NaN
1532600659000,5,NaN,0,NaN,0,NaN,NaN,0,0,0,NaN,NaN,0,NaN
1532600963000,5,NaN,0,NaN,0,NaN,NaN,0,0,0,NaN,NaN,0,NaN
1532601263000,5,NaN,0,0,0,NaN,NaN,0,0,0,NaN,NaN,0,NaN
1532601564000,5,NaN,NaN,0,0,NaN,NaN,0,0,0,NaN,NaN,0,NaN
1532601867000,5,NaN,NaN,0,0,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN
1532602167000,5,NaN,NaN,NaN,0,NaN,0,0,0,0,0,NaN,0,NaN
1532602470000,5,NaN,NaN,NaN,0,NaN,0,0,0,0,0,0,0,NaN
1532602770000,5,NaN,NaN,NaN,0,NaN,0,NaN,0,0,0,NaN,0,NaN
1532603072000,5,NaN,NaN,0,0,NaN,0,NaN,0,0,0,NaN,0,NaN
1532603372000,5,NaN,NaN,0,0,NaN,NaN,NaN,1,0,0,NaN,0,NaN
1532603673000,5,NaN,NaN,NaN,0,NaN,NaN,0,0,0,0,NaN,NaN,NaN
1532603974000,5,NaN,NaN,NaN,0,NaN,0,0,0,0,0,NaN,0,NaN
1532604274000,5,0,NaN,NaN,0,NaN,NaN,0,4,0,0,NaN,0,NaN
1532604574000,5,0,NaN,NaN,0,NaN,NaN,0,3,0,0,NaN,0,NaN
1532604878000,5,0,NaN,NaN,0,NaN,NaN,NaN,0,0,0,NaN,0,NaN
1532605182000,5,0,0,NaN,0,NaN,NaN,NaN,0,NaN,0,NaN,NaN,0
1532605487000,5,0,0,0,0,NaN,0,NaN,2,NaN,0,NaN,NaN,0
1532605786000,5,0,0,0,0,NaN,0,NaN,0,NaN,0,0,0,0
1532606090000,5,0,0,0,0,NaN,0,NaN,0,0,0,0,0,NaN
1532606389000,5,0,0,0,0,NaN,NaN,NaN,0,NaN,0,0,0,NaN
1532606689000,5,0,0,4,NaN,NaN,NaN,0,0,NaN,0,0,1,NaN
1532606990000,5,0,0,10,NaN,NaN,0,0,0,NaN,0,0,0,NaN
1532607289000,5,0,0,0,0,NaN,0,0,0,0,0,0,0,0
1532607593000,5,0,0,0,3,NaN,0,0,0,0,0,0,0,0
1532607892000,5,0,0,0,0,NaN,0,0,0,0,0,0,0,0
1532608192000,5,0,0,0,0,NaN,0,0,7,0,0,0,0,0
1532608496000,5,NaN,NaN,0,0,NaN,0,0,0,NaN,0,0,0,0
1532608796000,5,NaN,NaN,0,0,NaN,0,0,0,NaN,0,0,0,11
1532609095000,5,0,NaN,0,23,NaN,0,0,12,0,0,0,1,2
1532609395000,5,0,NaN,0,25,NaN,0,0,15,0,0,0,0,5
1532609694000,5,0,NaN,0,12,NaN,0,0,16,0,0,0,0,0
1532609993000,5,0,NaN,0,0,NaN,0,0,19,NaN,0,NaN,0,0
1532610298000,5,0,0,0,0,NaN,0,0,11,NaN,0,NaN,0,0
1532610598000,5,0,0,NaN,0,NaN,NaN,0,6,0,0,NaN,0,0
1532610902000,5,0,0,0,0,NaN,NaN,0,6,0,0,NaN,0,0
1532611202000,5,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0
1532611504000,5,0,0,0,NaN,NaN,NaN,0,0,0,0,NaN,0,0
1532611804000,5,0,0,0,NaN,NaN,0,0,0,0,0,NaN,0,NaN
1532612103000,5,0,0,0,NaN,NaN,0,0,0,NaN,NaN,NaN,0,NaN
1532612403000,5,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,NaN
1532612702000,5,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,NaN
1532613006000,5,NaN,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN
1532613305000,5,NaN,0,0,NaN,NaN,NaN,0,NaN,0,NaN,NaN,0,NaN
1532613609000,5,NaN,NaN,0,NaN,NaN,NaN,0,NaN,0,NaN,NaN,0,0
1532613908000,5,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,0
1532614208000,5,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,0,NaN
1532614508000,5,NaN,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
1532615108000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
1532615408000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
1532615711000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
1532616011000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1532616311000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1532616610000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1532616914000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532617215000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
1532617518000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532617817000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532618117000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532618418000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1532618717000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1532619021000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1532619322000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1532619622000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1532619923000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN
1532620223000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532620522000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532620822000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532621122000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532621421000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532621722000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532622022000,5,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532622321000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532622621000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532622921000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532623221000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532623521000,5,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532623820000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532624120000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532624420000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532624719000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532625018000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532625318000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532625617000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532625917000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532626216000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532626520000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532626819000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532627118000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532627418000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532627717000,5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532628018000,5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532628322000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532628622000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532628926000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532629225000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532629525000,5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532629824000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532630125000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532630426000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532630725000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532631024000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532632230000,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532632529000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532683948000,5,NaN,0,NaN,NaN,0,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
1532684855000,5,NaN,0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
1532685154000,5,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
1532685456000,5,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
1532685756000,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532686056000,5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532686360000,5,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN
1532686659000,5,0,0,NaN,0,NaN,NaN,NaN,0,NaN,NaN,0,0,0
1532686959000,5,NaN,NaN,NaN,0,NaN,NaN,NaN,0,NaN,NaN,0,NaN,0
1532687263000,5,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1532687563000,5,NaN,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0
1532688164000,5,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1532688463000,5,0,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,0,NaN,0
1532689064000,5,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1532689366000,5,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1532689666000,5,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
1532689968000,5,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
1532690267000,5,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
1532690571000,5,NaN,0,NaN,0,NaN,NaN,NaN,NaN,0,NaN,0,0,0
1532690875000,5,NaN,0,NaN,0,NaN,NaN,NaN,NaN,0,NaN,4,0,0
1532691174000,5,0,0,NaN,0,NaN,NaN,NaN,NaN,8,NaN,15,0,0
1532691473000,5,NaN,0,NaN,0,NaN,NaN,NaN,NaN,14,NaN,16,0,0
1532691777000,5,NaN,0,NaN,0,NaN,NaN,NaN,NaN,8,NaN,14,0,0
1532692078000,5,0,NaN,NaN,0,NaN,NaN,0,NaN,0,NaN,23,0,0
